Number of Boat in list,Year,Model,Area Code,Phone Number,Price
1950,1985,1985 Cape Dory B Plan,877,877 273-039,"$29,900        "
1951,1989,1989 Andrews 30,866,866 930-978,"$29,900        "
1952,1981,1981 J Boats 30,941,941 914-921,"$29,900        "
1953,1989,1989 Hunter 30,888,888 452-892,"$29,900        "
1954,1986,1986 Nimble 30 Sloop,866,866 536-237,"$29,900        "
1955,1986,1986 Catalina 30,866,866 513-857,"$29,500        "
1956,1979,1979 Cape Dory 30,941,941 914-921,"$29,500        "
1957,1988,1988 Catalina 30,949,949 430-201,"$29,500        "
1958,1993,1993 Catalina 30,941,941 914-921,"$29,000        "
1959,1991,1991 Hunter 30T,888,888 880-797,"$29,000        "
1960,1985,1985 Sabre MKII,888,888 319-465,"$28,500        "
1961,1979,1979 Seidelmann 299,941,941 914-921,"$27,800        "
1962,1984,1984 Pearson 303,866,866 769-908,"$27,500        "
1963,1983,1983 Cape Dory 302,941,941 914-921,"$27,495        "
1964,1984,1984 Catalina 30,941,941 914-921,"$27,000        "
1965,1989,1989 Catalina 30,877,877 564-970,"$27,000        "
1966,1985,1985 Canadian Sailcraft CS30,866,866 342-183,"$26,900        "
1967,1995,1995 Hunter 29.5,855,855 751-595,"$26,800        "
1968,1983,1983 Islander Yachts Bahama 30,855,855 241-056,"$26,500        "
1969,1987,1987 Catalina 30,814,814 455-680,"$25,900        "
1970,1980,1980 Catalina 30,941,941 914-921,"$25,600        "
1971,1986,1986 Newport Mk III,860,860 536-606,"$25,500        "
1972,1987,1987 Catalina 30,941,941 914-921,"$25,000        "
1973,1989,1989 Hunter 30,866,866 769-908,"$24,900        "
1974,1981,1981 Sabre 30,585,585 339-973,"$24,900        "
1975,1983,1983 Sabre 13A,888,888 524-338,"$24,900        "
1976,1984,1984 Pearson 303,941,941 914-921,"$24,900        "
1977,1979,1979 Cape Dory 30 Cutter,585,585 339-973,"$24,900        "
1978,1987,1987 Catalina Shoal Draft Wing Keel,888,888 669-845,"$24,900        "
1979,1987,1987 Catalina 30,888,888 880-797,"$24,800        "
1980,1980,1980 S-2 Center Cockpit,877,877 588-656,"$24,500        "
1981,1988,1988 Oday 302,888,888 452-892,"$24,500        "
1982,1983,1983 S 2 9.2 A,866,866 202-668,"$24,500        "
1983,1986,1986 Catalina 30,888,888 221-278,"$24,500        "
1984,1990,1990 Hunter 30,919,919 449-745,"$24,000        "
1985,1980,1980 S2 30,866,866 342-183,"$23,900        "
1986,1984,1984 S-2 9.2 A,888,888 338-744,"$23,900        "
1987,1981,1981 Cape Dory 30 C,941,941 914-921,"$23,500        "
1988,1984,1984 O'Day 30,941,941 914-921,"$23,000        "
1989,1967,1967 Hood 30 Naugus Sloop,941,941 914-921,"$23,000        "
1990,1983,1983 Catalina Sloop,855,855 257-705,"$23,000        "
1991,1975,1975 Hunter 30,941,941 914-921,"$23,000        "
1992,1988,1988 Catalina 30,941,941 914-921,"$22,750        "
1993,1972,1972 Newport 30,877,877 564-970,"$22,500        "
1994,1984,1984 Catalina 30 Sailboat,941,941 914-921,"$22,500        "
1995,1980,1980 Catalina 30,866,866 202-668,"$22,300        "
1996,1983,1983 Catalina 30 sloop,562,562 437-750,"$22,000        "
1997,1984,1984 Catalina 30,888,888 676-442,"$21,900        "
1998,1981,1981 Islander Bahama,888,888 630-492,"$21,900        "
1999,1988,1988 O'Day 302 Sailboat,941,941 914-921,"$21,600        "
2000,1979,1979 J Boats J/30,941,941 914-921,"$21,250        "
2001,1968,1968 Alberg Sloop,888,888 596-426,"$21,000        "
2002,1980,1980 Islander Yachts Catalina style,877,877 564-055,"$21,000        "
2003,1970,1970 Cheoy Lee 30,941,941 914-921,"$20,500        "
2004,1988,1988 Custom W30,941,941 914-921,"$20,500        "
2005,1980,1980 Ericson Yachts 30 Plus,941,941 914-921,"$20,500        "
2006,1972,1972 Columbia 30,941,941 914-921,"$20,000        "
2007,1985,1985 Pearson 30,941,941 914-921,"$20,000        "
2008,1984,1984 Catalina Tall Rig,252,252 444-180,"$20,000        "
2009,1980,1980 Yamaha 30 Mark II,941,941 914-921,"$19,995        "
2010,1987,1987 Catalina 30,866,866 656-139,"$19,950        "
2011,1978,1978 Irwin Citation 30,866,866 342-183,"$19,900        "
2012,1987,1987 Catalina 30,866,866 930-978,"$19,900        "
2013,1985,1985 CATALINA YACHTS Sloop,877,877 291-051,"$19,900        "
2014,1978,1978 Hunter 30,941,941 914-921,"$19,900        "
2015,1980,1980 S2 9.2A,888,888 524-338,"$19,900        "
2016,1974,1974 Ericson Sloop,360,360 697-848,"$19,500        "
2017,1973,1973 C & C 30,941,941 914-921,"$19,500        "
2018,1976,1976 Tartan 30 Sailboat,941,941 914-921,"$19,500        "
2019,1981,1981 Catalina 30,252,252 444-180,"$19,500        "
2020,1984,1984 Catalina 30,941,941 914-921,"$19,000        "
2021,1990,1990 Catalina 30 MK II,877,877 564-794,"$19,000        "
2022,1981,1981 Lippincott Sloop,800,800 537-005,"$18,900        "
2023,1987,1987 Catalina 30 MkII Shoal Draft,855,855 822-828,"$18,900        "
2024,1986,1986 Newport 30 Mark II,941,941 914-921,"$18,850        "
2025,1983,1983 Pearson 303,855,855 751-595,"$18,800        "
2026,1977,1977 Morgan 30,941,941 914-921,"$18,500        "
2027,1966,1966 Cheoy Lee Bermuda 30,941,941 914-921,"$18,500        "
2028,1985,1985 Catalina MK-I,941,941 914-921,"$18,000        "
2029,1981,1981 Ericson Plus,888,888 281-430,"$17,995        "
2030,1978,1978 O'Day 30,877,877 775-640,"$17,900        "
2031,1974,1974 Scampi 30,941,941 914-921,"$17,500        "
2032,1980,1980 Allmand Tri Cabin,866,866 695-044,"$17,500        "
2033,1975,1975 C&C Sloop,888,888 319-465,"$17,500        "
2034,1968,1968 MUNROE Sea Sailor Sloop,888,888 323-848,"$17,500        "
2035,1986,1986 Catalina 30,727,727 460-568,"$16,900        "
2036,1972,1972 Allied Seawind Ketch 30,585,585 339-973,"$16,900        "
2037,1983,1983 Express 2GM,888,888 596-426,"$16,900        "
2038,1981,1981 Catalina Sloop,888,888 281-430,"$16,900        "
2039,1968,1968 Alberg 30,888,888 281-430,"$16,900        "
2040,1974,1974 Bristol Yachts 30,941,941 914-921,"$16,750        "
2041,1979,1979 Hunter 30 FT Sloop Priced to move,866,866 491-037,"$16,500        "
2042,1979,1979 Orion S2 30',866,866 537-507,"$16,500        "
2043,1984,1984 Catalina 30 Tall Rig,941,941 914-921,"$16,100        "
2044,1973,1973 ALBIN YACHTS 30 Ballad,941,941 914-921,"$16,000        "
2045,1975,1975 Newport 30,941,941 914-921,"$16,000        "
2046,1979,1979 Catalina 30,866,866 263-993,"$15,900        "
2047,1980,1980 Oday 30,888,888 452-892,"$15,900        "
2048,1986,1986 Catalina 30,866,866 477-588,"$15,900        "
2049,1981,1981 O'Day 30,866,866 342-183,"$15,800        "
2050,1984,1984 Ericson ,855,855 257-705,"$15,000        "
2051,1979,1979 Seafarer Sloop,540,540 222-110,"$15,000        "
2052,1981,1981 Catalina 30,941,941 914-921,"$15,000        "
2053,1982,1982 J Boats J/30,877,877 564-055,"$15,000        "
2054,1987,1987 Catalina 30 Tall Rig,877,877 273-039,"$14,900        "
2055,1986,1986 Catalina 30,321,321 866-030,"$14,900        "
2056,1992,1992 Catalina MK II Sloop,877,877 796-737,"$14,900        "
2057,1979,1979 Catalina 30,941,941 914-921,"$14,750        "
2058,1976,1976 Tartan 30a,888,888 522-279,"$14,500        "
2059,1978,1978 Catalina 30,941,941 914-921,"$14,000        "
2060,1982,1982 Catalina C-30 Tall,866,866 695-044,"$14,000        "
2061,1977,1977 Hunter Sail,877,877 588-656,"$13,900        "
2062,1983,1983 Catalina 30,888,888 221-278,"$13,900        "
2063,1982,1982 Islander Yachts Bahama,888,888 880-797,"$13,900        "
2064,1980,1980 Catalina 00,843,843 683-755,"$13,600        "
2065,1973,1973 Morgan 302,941,941 914-921,"$13,500        "
2066,1965,1965 Pearson 28 Triton,941,941 914-921,"$13,500        "
2067,1979,1979 Islander Bahama,877,877 655-300,"$13,000        "
2068,1971,1971 Islander Sloop,877,877 655-300,"$12,999        "
2069,1982,1982 Islander Bahama 30,585,585 339-973,"$12,900        "
2070,1972,1972 Coronado 30,941,941 914-921,"$12,500        "
2071,1983,1983 Catalina 30 Capri Sailboat,941,941 914-921,"$12,000        "
2072,1984,1984 Sea Sprite 30 C.E. Ryder,508,508 478-020,"$12,000        "
2073,1967,1967 WHITBY BOAT WORKS 30,941,941 914-921,"$11,999        "
2074,1979,1979 S 2 9.2A,877,877 273-039,"$11,900        "
2075,1981,1981 Hunter 30,941,941 914-921,"$11,500        "
2076,1983,1983 Hunter 30,877,877 270-351,"$11,500        "
2077,1975,1975 Islander Mark 2,310,310 405-463,"$11,500        "
2078,1972,1972 Pearson 4,855,855 751-595,"$11,000        "
2079,1979,1979 J-Boats ,888,888 880-797,"$10,900        "
2080,1978,1978 Hunter Cherubini 30,419,419 304-440,"$10,900        "
2081,1983,1983 Pearson Flyer,877,877 564-970,"$10,900        "
2082,1976,1976 CAL Sloop,866,866 292-809,"$10,000        "
2083,1969,1969 Alberg 30 Whitby,866,866 535-587,"$10,000        "
2084,1984,1984 Catalina Cat 30,888,888 677-635,"$10,000        "
2085,1979,1979 S2 9.2A,888,888 452-892,"$9,995         "
2086,1974,1974 Tartan Atomic 4,888,888 596-426,"$9,995         "
2087,1972,1972 Pearson 30,866,866 584-274,"$9,995         "
2088,1978,1978 Pearson 5101,888,888 596-426,"$9,995         "
2089,1974,1974 Irwin Competition,877,877 564-055,"$9,900         "
2090,1974,1974 C&C 30,585,585 339-973,"$9,900         "
2091,1973,1973 Capital Yachts newport,858,858 549-244,"$9,899         "
2092,1972,1972 Pearson 30,888,888 677-635,"$9,500         "
2093,1977,1977 Irwin Yachts 30,941,941 914-921,"$9,500         "
2094,1978,1978 Seafarer 30,866,866 573-134,"$9,500         "
2095,1969,1969 CAL 30,866,866 563-969,"$9,400         "
2096,1974,1974 Pearson 30,814,814 455-680,"$8,900         "
2097,1968,1968 Whitby ALBERG 30,855,855 751-595,"$8,200         "
2098,1968,1968 Hinterhoeller Redwing 30,866,866 930-978,"$7,900         "
2099,1981,1981 Pearson 30 Flyer,888,888 880-797,"$7,500         "
2100,1982,1982 Schock Santana,855,855 258-831,"$7,500         "
2101,1938,1938 Homemade 30 San Francisco Bird Boat,941,941 914-921,"$7,500         "
2102,1977,1977 Santana 30,866,866 728-560,"$6,995         "
2103,1982,1982 Lippincott 30,888,888 281-430,"$6,900         "
2104,1973,1973 Pearson Atomic 4,888,888 596-426,"$6,900         "
2105,1975,1975 Clipper Marine sloop,866,866 477-588,"$6,000         "
2106,1979,1979 Hunter 30,888,888 365-848,"$5,995         "
2107,1979,1979 Hunter 30,855,855 254-516,"$5,900         "
2108,1975,1975 Catalina 30,814,814 455-680,"$5,900         "
2109,1953,1953 Klingle Intrepid 30 Steel Sloop,866,866 263-993,"$5,850         "
2110,1978,1978 San Juan 30,855,855 751-595,"$5,500         "
2111,1980,1980 Seidelmann 299,877,877 657-244,"$5,500         "
2112,1979,1979 J Boats J/30,888,888 596-426,"$5,500         "
2113,1978,1978 Hunter Shoal Keel 30,941,941 914-921,"$5,000         "
2114,1981,1981 Pearson Flyer- project boat,866,866 347-928,"$5,000         "
2115,1977,1977 Hunter YSB12,888,888 596-426,"$4,995         "
2116,1979,1979 Hunter Sloop,888,888 596-426,"$4,995         "
2117,1975,1975 1/2 Tonner Ron Holland ,855,855 420-326,"$4,900         "
2118,1985,1985 Seidelmann T30,877,877 500-456,"$4,900         "
2119,1980,1980 Tartan Ten,866,866 537-507,"$4,300         "
2120,1978,1978 Hunter 30,888,888 676-442,"$4,000         "
2121,1979,1979 Pearson 30,866,866 727-756,"$3,500         "
2122,2001,2001 Hunter 290 Pocket Cruiser,888,888 474-702,"$39,000        "
2123,1996,1996 Hunter 29.5,888,888 676-442,"$36,000        "
2124,1986,1986 Bayfield 29,877,877 564-174,"$32,500        "
2125,1994,1994 Hunter 29.5,941,941 914-921,"$32,300        "
2126,1994,1994 Hunter 29.5,866,866 342-183,"$31,900        "
2127,1994,1994 Hunter 29.5,941,941 914-921,"$31,700        "
2128,1987,1987 Catalina 1987 Tall Rig,918,918 530-000,"$27,000        "
2129,1983,1983 Bayfield Cutter,866,866 220-931,"$22,000        "
2130,1984,1984 C&C 29,585,585 339-973,"$20,900        "
2131,1984,1984 C&C 29,419,419 304-440,"$20,500        "
2132,1985,1985 Watkins Sloop,877,877 399-748,"$19,500        "
2133,1987,1987 Watkins 29 Sailboat,941,941 914-921,"$19,000        "
2134,1983,1983 C&C 29 SLOOP,360,360 697-848,"$18,500        "
2135,1978,1978 Bristol 29.9 Sloop,888,888 221-278,"$17,900        "
2136,1977,1977 Pearson 30,941,941 914-921,"$17,400        "
2137,1986,1986 Pearson 28-2 Masthead Sloop,866,866 729-252,"$16,995        "
2138,1987,1987 Hunter 28.5,888,888 457-229,"$16,000        "
2139,1977,1977 Columbia 8.7 Sloop 29 Wide Body,941,941 914-921,"$16,000        "
2140,1980,1980 Bayfield 29 Cutter,888,888 522-279,"$15,900        "
2141,2000,2000 Hunter 290/SL,508,508 478-020,"$15,000        "
2142,1976,1976 Columbia 8.7,252,252 671-364,"$14,500        "
2143,1977,1977 Ericson Sloop,386,386 255-074,"$14,000        "
2144,1986,1986 Hunter 28.5,866,866 271-361,"$13,900        "
2145,1978,1978 Bristol 29.9,866,866 202-668,"$13,400        "
2146,1967,1967 Columbia 29 S & S Mark II,941,941 914-921,"$12,500        "
2147,1985,1985 C & C MK III 29,941,941 914-921,"$12,000        "
2148,1989,1989 Tanzer 29,814,814 455-680,"$11,900        "
2149,1971,1971 Ranger 29,262,262 646-401,"$9,900         "
2150,1983,1983 C & C 2GM,888,888 596-426,"$9,500         "
2151,1986,1986 J Boats J-29,508,508 478-020,"$8,000         "
2152,1973,1973 Ranger Yachts 29,888,888 676-442,"$6,000         "
2153,1977,1977 Ericson Yachts 29,941,941 914-921,"$5,000         "
2154,1965,1965 Columbia 29 MKII,262,262 646-401,"$4,950         "
2155,1974,1974 Ericson Sloop,508,508 478-020,"$4,500         "
2156,1983,1983 J Boats J-29,888,888 452-892,"$3,995         "
2157,2005,2005 Alerion 28 Express,888,888 245-141,"$83,000        "
2158,2008,2008 Corsair 28,888,888 457-229,"$80,000        "
2159,2006,2006 Alerion Express 28,888,888 457-229,"$79,000        "
2160,1977,1977 Bristol Channel Cutter BCC 28,866,866 513-857,"$74,900        "
2161,2013,2013 1975 Herreshoff Rozinante Full 2013 Rebuild,866,866 970-144,"$74,900        "
2162,2006,2006 Corsair 28 Center Cockpit,619,619 319-013,"$68,000        "
2163,2004,2004 Alerion 28,888,888 457-229,"$65,000        "
2164,1978,1978 Herreshoff 28,941,941 914-921,"$61,100        "
2165,2005,2005 Catalina MKII 28,888,888 365-848,"$57,900        "
2166,2008,2008 Catalina 28 MkII,888,888 221-278,"$55,500        "
2167,1997,1997 Alerion Express 28,860,860 536-777,"$55,000        "
2168,2003,2003 Alerion 28 Express,941,941 914-921,"$52,900        "
2169,1962,1962 Herreshoff ,949,949 791-422,"$47,777        "
2170,2001,2001 Catalina 28 MkII,866,866 271-195,"$47,500        "
2171,2003,2003 Catalina 28,866,866 930-978,"$44,900        "
2172,1974,1974 Rozinante 28,855,855 420-326,"$35,900        "
2173,1996,1996 Catalina 28 Mk II Tall Rig,877,877 564-055,"$35,000        "
2174,1996,1996 Catalina 28 MkII,888,888 676-442,"$34,500        "
2175,1988,1988 Beneteau 285,888,888 676-442,"$34,500        "
2176,1979,1979 Shannon 28 Cutter,941,941 914-921,"$31,700        "
2177,1987,1987 Freedom Yachts Sloop,360,360 697-848,"$30,500        "
2178,1995,1995 Beneteau 281,888,888 457-229,"$29,000        "
2179,1990,1990 Catalina 28' Tall Rig/Fin Keel,877,877 812-823,"$27,400        "
2180,1984,1984 Liberty Yachts Pied Piper,888,888 221-278,"$26,900        "
2181,1987,1987 J Boats J-28 Sailboat,941,941 914-921,"$25,500        "
2182,1986,1986 Tartan 28,888,888 281-267,"$25,000        "
2183,1976,1976 Westsail 28 Cutter,866,866 469-964,"$24,999        "
2184,1992,1992 Hunter 28,941,941 914-921,"$24,500        "
2185,1988,1988 Beneteau First 285,941,941 914-921,"$24,500        "
2186,1989,1989 O'Day 280 Sloop,941,941 914-921,"$24,000        "
2187,2008,2008 Wharram Tanenui,941,941 914-921,"$23,900        "
2188,1982,1982 Cape Dory 28,877,877 564-970,"$22,500        "
2189,1984,1984 Cape Dory sloop,843,843 605-341,"$22,500        "
2190,1991,1991 Hunter 28,941,941 914-921,"$22,500        "
2191,1989,1989 Beneteau 285,855,855 241-056,"$21,500        "
2192,1981,1981 Cape Dory 28 Sail,866,866 563-969,"$19,900        "
2193,1981,1981 Sabre Sabre 28,866,866 326-629,"$19,900        "
2194,1977,1977 Cape Dory 28 Foot Sloop,985,985 285-031,"$19,895        "
2195,1982,1982 Cape Dory 28 Sloop,941,941 914-921,"$19,400        "
2196,1980,1980 Sabre 28,888,888 363-495,"$19,000        "
2197,1986,1986 Hunter 28.5,866,866 342-183,"$18,900        "
2198,1988,1988 Caliber 28,888,888 365-848,"$18,900        "
2199,1990,1990 Hunter 28,888,888 363-495,"$18,000        "
2200,1976,1976 Sabre 28 Ketch,201,201 985-809,"$16,900        "
2201,1990,1990 Hunter Classic,407,407 404-188,"$16,500        "
2202,1983,1983 O'Day 28,941,941 914-921,"$16,500        "
2203,1982,1982 Sea Sprite Sloop,866,866 728-560,"$15,995        "
2204,1985,1985 Hunter 28.5,214,214 236-239,"$15,000        "
2205,1985,1985 Hunter 28.5,585,585 339-973,"$14,900        "
2206,1980,1980 1980 ODay 280 Sailboat Sloop,877,877 564-970,"$14,900        "
2207,1985,1985 Hunter 28.5,814,814 455-680,"$14,900        "
2208,1985,1985 O'Day 28,888,888 522-279,"$14,500        "
2209,1989,1989 O'Day 280,888,888 408-008,"$14,500        "
2210,1985,1985 Hunter 28.5,888,888 281-430,"$14,500        "
2211,1986,1986 Hunter 28.5,888,888 678-765,"$14,000        "
2212,1987,1987 Hunter 28.5,888,888 889-424,"$13,900        "
2213,1984,1984 Oday 28,888,888 452-892,"$12,900        "
2214,1985,1985 O'Day 28,888,888 365-848,"$12,900        "
2215,1977,1977 Columbia Sloop,866,866 537-507,"$12,900        "
2216,1984,1984 O'Day 28 Sloop,941,941 914-921,"$12,500        "
2217,1985,1985 Newport Mark II(Capital Yachts),888,888 889-424,"$12,500        "
2218,1989,1989 Hunter 28,814,814 455-680,"$11,900        "
2219,1981,1981 O'Day 28 Sailcruiser,888,888 522-279,"$11,900        "
2220,1984,1984 Newport 28,814,814 455-680,"$11,900        "
2221,1977,1977 Islander Yachts 28,877,877 273-039,"$11,900        "
2222,1980,1980 Liberty Pied Piper 28 MK II,866,866 220-931,"$11,000        "
2223,1974,1974 Morgan Out Island,866,866 694-674,"$10,900        "
2224,1974,"1974 Coronado 2 cyl, 4 stroke",888,888 596-426,"$10,000        "
2225,1986,1986 Hunter 285,888,888 596-426,"$9,975         "
2226,1982,1982 S-2 8.5,888,888 452-892,"$9,950         "
2227,1978,1978 O'Day Two Cylinder,877,877 533-659,"$9,500         "
2228,1975,1975 Cape Dory 28 Sloop,877,877 273-039,"$9,000         "
2229,1977,1977 Columbia 8.7,888,888 596-426,"$8,900         "
2230,1983,1983 O'Day 28,866,866 342-183,"$8,900         "
2231,1977,1977 Pearson 28,855,855 751-595,"$8,500         "
2232,1974,1974 Newport Newport 28,866,866 455-046,"$8,000         "
2233,1975,1975 Sabre 28,888,888 452-892,"$6,500         "
2234,1977,1977 Newport 28 II,888,888 676-442,"$5,995         "
2235,1975,1975 Ranger Sloop,619,619 990-052,"$3,000         "
2236,1968,1968 Cal Jensen 28,877,877 500-456,"$2,900         "
2237,1984,1984 Pacific Seacraft 27 Orion,941,941 914-921,"$57,350        "
2238,2008,2008 Hunter 27,888,888 452-892,"$56,900        "
2239,2005,2005 Hunter 27,386,386 255-074,"$53,900        "
2240,2005,2005 Hunter 27,814,814 455-680,"$49,900        "
2241,2008,2008 Hunter 27,814,814 455-680,"$42,500        "
2242,1983,1983 Pacific Seacraft Orion 27,866,866 469-964,"$42,500        "
2243,2005,2005 Hunter 27,814,814 455-680,"$41,900        "
2244,2009,2009 Hunter EDGE,877,877 564-174,"$39,999        "
2245,2009,2009 Hunter 27 Edge,888,888 457-229,"$39,900        "
2246,2007,2007 Viper 830,310,310 821-588,"$39,500        "
2247,1984,1984 Pacific Seacraft Orion 27,888,888 457-229,"$39,500        "
2248,1997,1997 Com-Pac 27/2,888,888 677-635,"$32,900        "
2249,1999,1999 Catalina 270,888,888 319-465,"$29,900        "
2250,2005,2005 Hunter 270,888,888 597-066,"$29,500        "
2251,2001,2001 Catalina 270,888,888 363-495,"$28,900        "
2252,1986,1986 Island Packet 27,941,941 914-921,"$25,000        "
2253,1994,1994 Catalina 270 LE,855,855 751-595,"$24,000        "
2254,1989,1989 Island Packet Sloop,866,866 535-587,"$20,000        "
2255,1986,1986 Catalina 27,888,888 429-060,"$19,900        "
2256,1988,1988 Pearson ,888,888 221-278,"$19,500        "
2257,1995,1995 Catalina 270,888,888 365-848,"$18,900        "
2258,1988,1988 Pearson 27,855,855 751-595,"$18,800        "
2259,1986,1986 Catalina 27,949,949 430-201,"$17,900        "
2260,1988,1988 Com-Pac 27/2,866,866 271-361,"$17,900        "
2261,1989,1989 Pearson M-12,866,866 563-969,"$17,800        "
2262,1982,1982 Helms 27,941,941 914-921,"$17,500        "
2263,1982,1982 Catalina C27,562,562 437-750,"$17,000        "
2264,1990,1990 Precision (Hunter Catalina) 27,888,888 573-425,"$15,999        "
2265,1975,1975 Ericson Yachts 27,941,941 914-921,"$15,999        "
2266,1988,1988 Catalina 27,800,800 947-948,"$15,900        "
2267,1983,1983 Hunter 27,941,941 914-921,"$15,495        "
2268,1985,1985 Lancer Boats 270 Powersail,941,941 914-921,"$15,000        "
2269,1975,1975 Catalina 27,360,360 697-848,"$14,950        "
2270,1987,1987 Catalina 27 Sloop,888,888 573-425,"$14,900        "
2271,1982,1982 Hunter Sloop,888,888 596-426,"$14,900        "
2272,1980,1980 CAL 2/27,252,252 444-180,"$14,000        "
2273,1990,1990 Hunter 27' Fixed Keel,877,877 564-794,"$14,000        "
2274,1985,1985 Catalina 27,866,866 342-183,"$13,900        "
2275,1983,1983 Catalina 27,866,866 536-237,"$13,900        "
2276,1980,1980 Catalina C-27,877,877 862-133,"$12,900        "
2277,1984,1984 Catalina 27,419,419 304-440,"$12,900        "
2278,1986,1986 Catalina 27,888,888 281-430,"$12,900        "
2279,1975,1975 Catalina C-27 Tall Rig,818,818 281-304,"$12,800        "
2280,1982,1982 Hunter 27,941,941 914-921,"$12,700        "
2281,1976,1976 Canadian Sailcraft CS27,866,866 326-629,"$11,900        "
2282,1977,1977 Catalina 27,800,800 537-005,"$11,900        "
2283,1982,1982 Hunter 27 Sailboat,866,866 491-037,"$11,500        "
2284,1987,1987 O'Day 272,727,727 867-319,"$11,300        "
2285,1981,1981 Catalina C27,877,877 445-530,"$10,900        "
2286,1989,1989 Catalina 27,252,252 444-180,"$10,500        "
2287,1947,1947 Palmer Johnson Stout Fella 27,888,8889YACHTS,"$9,900         "
2288,1979,1979 Ericson 27,877,877 588-656,"$9,900         "
2289,1982,1982 Catalina 27,716,716 863-644,"$8,995         "
2290,1982,1982 Halman Horizon 27,954,954 654-037,"$8,900         "
2291,1982,1982 Catalina Fixed Keel,888,888 615-825,"$8,850         "
2292,1976,1976 Catalina 27,888,8889YACHTS,"$8,500         "
2293,1978,1978 Columbia 8.3,888,888 596-426,"$8,500         "
2294,1983,1983 CAL MK II,888,888 596-426,"$7,995         "
2295,1984,1984 Helms ,888,888 596-426,"$7,995         "
2296,1974,1974 Ericson Sloop,866,866 958-876,"$7,900         "
2297,1980,1980 Hunter 27,866,866 455-046,"$7,900         "
2298,1987,1987 O'Day 272,888,888 880-797,"$7,900         "
2299,1972,1972 Catalina 27,877,877 351-037,"$7,500         "
2300,1986,1986 O'Day 272,888,888 408-008,"$7,500         "
2301,1975,1975 Catalina ,800,800 947-948,"$7,000         "
2302,1974,1974 Catalina 27,949,949 430-201,"$6,999         "
2303,1970,1970 Tartan 27,262,262 646-401,"$6,900         "
2304,1979,1979 Columbia 8.3,888,888 758-266,"$6,900         "
2305,1979,1979 Columbia 8.3,888,888 758-266,"$6,900         "
2306,1977,1977 Hunter 27,419,419 304-440,"$6,900         "
2307,1980,1980 Hunter 27T,828,828 403-698,"$6,800         "
2308,1985,1985 Catalina 27 Tall Rig,888,888 880-797,"$6,500         "
2309,1981,1981 Lancer Boats 28T MKV,941,941 914-921,"$6,500         "
2310,1974,1974 Catalina 27,888,888 335-016,"$5,995         "
2311,1971,1971 Coronado Four Stroke,888,888 596-426,"$5,995         "
2312,1979,1979 CS 27,585,585 339-973,"$5,500         "
2313,1967,1967 Pearson Renegade,888,888 596-426,"$5,000         "
2314,1972,1972 Ericson 27,877,877 564-970,"$5,000         "
2315,1973,1973 Catalina C 27,877,877 500-456,"$4,900         "
2316,1976,1976 CATALINA YACHTS Sloop,877,877 291-051,"$4,600         "
2317,1966,1966 Bristol 27,866,866 249-426,"$4,500         "
2318,1979,1979 O'Day ,866,866 257-681,"$3,990         "
2319,1978,1978 Ericson 27,877,877 588-656,"$3,990         "
2320,1974,1974 Coronado 27,262,262 646-401,"$3,950         "
2321,1973,1973 C & C Atomic Four,888,888 524-338,"$3,900         "
2322,1976,1976 Catalina 27,888,888 906-035,"$3,500         "
2323,1976,1976 O'Day 272,855,855 254-516,"$1,999         "
2324,1976,1976 Bayliner Bucaneer 27,855,855 258-831,"$1,500         "
2325,2004,2004 Herreshoff Alerion 26 with Trailer,888,888 677-635,"$117,000       "
2326,2014,2014 Tartan 26 Fantail,866,866 271-195,"$88,500        "
2327,2008,2008 Hake / Seaward 26,866,866 342-183,"$59,900        "
2328,2010,2010 Hake / Seaward 26,877,877 656-426,"$54,900        "
2329,2000,2000 Latitude 26 Tadorne,941,941 914-921,"$51,500        "
2330,2005,2005 Seaward 26 RK,941,941 914-921,"$47,500        "
2331,2013,2013 Macgregor 26 Venture,888,888 281-267,"$39,900        "
2332,2011,2011 Macgregor 26 M,941,941 914-921,"$36,000        "
2333,2004,2004 Colgate 26,855,855 751-595,"$33,900        "
2334,2013,2013 Macgregor 26M,941,941 914-921,"$33,300        "
2335,2013,2013 Macgregor 26M,941,941 914-921,"$29,900        "
2336,2001,2001 Nimble Kodiak Pilothouse Motor Sailor,855,855 241-056,"$29,900        "
2337,1983,1983 Hinterhoeller 26,941,941 914-921,"$29,000        "
2338,1998,1998 Macgregor 26X,941,941 914-921,"$29,000        "
2339,2003,2003 Colgate 26',866,866 477-588,"$28,500        "
2340,2006,2006 Macgregor 26 Classic Water Ballasted,888,888 429-060,"$28,500        "
2341,2006,2006 Macgregor 26M,941,941 914-921,"$28,400        "
2342,2005,2005 Macgregor 26,941,941 914-921,"$27,800        "
2343,1993,1993 Nimble Kodiak,877,877 273-039,"$26,900        "
2344,2006,2006 Macgregor 26,888,888 281-430,"$26,900        "
2345,2007,2007 Macgregor 26M,866,866 930-978,"$26,400        "
2346,1999,1999 J Boats J80,855,855 751-595,"$26,000        "
2347,2000,2000 Precision Colgate,866,866 476-577,"$24,500        "
2348,2008,2008 Macgregor 26M,941,941 914-921,"$24,000        "
2349,2003,2003 Macgregor 26,877,877 862-133,"$22,800        "
2350,2000,2000 Macgregor 26,359,35905544550,"$22,778        "
2351,2007,2007 Macgregor 26M,866,866 263-993,"$21,995        "
